"Year","Month","Day","WaterTemperature","Precipitation"
2022,10,23,13.4,0
2022,10,23,13.3,0
2022,10,23,13.4,0
2022,10,23,13.4,0
2022,10,23,13.4,0
2022,10,23,13.4,0
2022,10,23,13.3,0
2022,10,23,13.3,0
2022,10,23,13.4,0
2022,10,23,13.4,0
2022,10,23,13.4,0
2022,10,23,13.3,0
2022,10,23,13.4,0
2022,10,23,13.5,0
2022,10,23,13.5,0
2022,10,23,13.5,0
2022,10,23,13.4,0
2022,10,23,13.3,0
2022,10,23,13.4,0
2022,10,24,13.2,0
2022,10,24,13.2,0
2022,10,24,13.1,0
2022,10,24,13.1,0
2022,10,24,13.1,0
2022,10,24,13.1,0
2022,10,24,13.1,0
2022,10,24,13,0
2022,10,24,13.1,0
2022,10,24,13,0
2022,10,24,13,0
2022,10,24,13.1,0
2022,10,24,13.1,0
2022,10,24,13,0
2022,10,24,13,0
2022,10,24,13,0
2022,10,24,13.1,0
2022,10,24,13.2,0
2022,10,24,13.5,0
2022,10,24,13.7,0
2022,10,24,13.9,0
2022,10,24,14.1,0
2022,10,24,13.9,0
2022,10,24,13.9,0
2022,10,25,13.8,0
2022,10,25,13.6,0
2022,10,25,13.8,0
2022,10,25,13.6,0
2022,10,25,13.5,0
2022,10,25,13.4,0
2022,10,25,13.4,0
2022,10,25,13.5,0
2022,10,25,13.4,0
2022,10,25,13.4,0
2022,10,25,13.4,0
2022,10,25,13.4,0
2022,10,25,13.4,0
2022,10,25,13.4,0
2022,10,25,13.3,0
2022,10,25,13.3,0
2022,10,25,13.3,0
2022,10,25,13.3,0
2022,10,25,13.4,0
2022,10,25,13.5,0
2022,10,25,13.5,0
2022,10,25,13.4,0
2022,10,25,13.3,0
2022,10,25,13.2,0
2022,10,26,13.1,0
2022,10,26,13,0
2022,10,26,13,0
2022,10,26,12.8,0
2022,10,26,12.8,0
2022,10,26,12.7,0
2022,10,26,12.9,0
2022,10,26,13.1,0
2022,10,26,13.1,0
2022,10,26,13.1,0
2022,10,26,13.1,0
2022,10,26,13.1,0
2022,10,26,13,0
2022,10,26,13.1,0
2022,10,26,13,0
2022,10,26,13,0
2022,10,26,13,0
2022,10,26,13.1,0
2022,10,26,13.2,0
2022,10,26,13.2,0
2022,10,26,13.4,0
2022,10,26,13.2,0
2022,10,26,13.1,0
2022,10,26,13.1,0
2022,10,27,13.1,0
2022,10,27,13,0
2022,10,27,13,0
2022,10,27,13,0
2022,10,27,12.8,0
2022,10,27,12.8,0
2022,10,27,12.8,0
2022,10,27,12.8,0
2022,10,27,12.8,0
2022,10,27,12.8,0
2022,10,27,12.8,0
2022,10,27,12.8,0
2022,10,27,12.8,0
2022,10,27,12.8,0
2022,10,27,12.8,0
2022,10,27,12.7,0
2022,10,27,12.7,0
2022,10,27,12.8,0
2022,10,27,12.7,0
2022,10,27,12.5,0
2022,10,27,12.4,0
2022,10,27,12.1,0
2022,10,27,12,0
2022,10,27,12.4,0
2022,10,28,12.5,0
2022,10,28,12.9,0
2022,10,28,12.7,0
2022,10,28,12.4,0
2022,10,28,12.3,0
2022,10,28,12.2,0
2022,10,28,12.1,0
2022,10,28,12.1,0
2022,10,28,12.1,0
2022,10,28,12.1,0
2022,10,28,12.1,0
2022,10,28,12,0
2022,10,28,11.9,0
2022,10,28,12,0
2022,10,28,12,0
2022,10,28,12.3,0
2022,10,28,12.4,0
2022,10,28,12.4,0
2022,10,28,12.5,0
2022,10,28,12.5,0
2022,10,28,12.6,0
2022,10,28,12.8,0
2022,10,28,12.6,0
2022,10,28,12.5,0
2022,10,29,12.5,0
2022,10,29,12.6,0
2022,10,29,12.3,0
2022,10,29,12.2,0
2022,10,29,12.2,0
2022,10,29,12.2,0
2022,10,29,12.4,0
2022,10,29,12.4,0
2022,10,29,12.3,0
2022,10,29,12.3,0
2022,10,29,12.3,0
2022,10,29,12.3,0
2022,10,29,12.3,0
2022,10,29,12.3,0
2022,10,29,12.3,0
2022,10,29,12.2,0
2022,10,29,12.3,0
2022,10,29,12.3,0
2022,10,29,12.4,0
2022,10,29,12.5,0
2022,10,29,12.5,0
2022,10,29,12.8,0
2022,10,29,12.9,0
2022,10,29,12.6,0
2022,10,3,18,0
2022,10,3,18,0
2022,10,3,17.9,0
2022,10,3,17.7,0
2022,10,3,17.4,0
2022,10,3,17.1,0
2022,10,3,16.9,0
2022,10,3,16.9,0
2022,10,3,16.9,0
2022,10,3,16.9,0
2022,10,3,16.9,0
2022,10,3,16.8,0
2022,10,3,16.7,0
2022,10,3,16.6,0
2022,10,3,17.3,0
2022,10,3,17.4,0
2022,10,3,17.4,0
2022,10,3,18.1,0
2022,10,3,17.7,0
2022,10,3,17.3,0
2022,10,3,17.3,0
2022,10,3,17.6,0
2022,10,30,12.6,0
2022,10,30,12.7,0
2022,10,30,12.8,0
2022,10,30,12.7,0
2022,10,30,12.9,0
2022,10,30,12.6,0
2022,10,30,12.6,0
2022,10,30,12.5,0
2022,10,30,12.5,0
2022,10,30,12.4,0
2022,10,30,12.4,0
2022,10,30,12.4,0
2022,10,30,12.4,0
2022,10,30,12.4,0
2022,10,30,12.2,0
2022,10,30,12.3,0
2022,10,30,12.3,0
2022,10,30,12.3,0
2022,10,30,12.5,0
2022,10,30,12.5,0
2022,10,30,12.5,0
2022,10,30,12.4,0
2022,10,30,12.2,0
2022,10,30,12.1,0
2022,10,31,12.1,0
2022,10,31,11.8,0
2022,10,31,11.5,0
2022,10,31,11.6,0
2022,10,31,11.6,0
2022,10,31,11.7,0
2022,10,31,12,0
2022,10,31,12.1,0
2022,10,31,12.1,0
2022,10,31,12.1,0
2022,10,31,12.2,0
2022,10,31,12.2,0
2022,10,31,12,0
2022,10,31,12,0
2022,10,31,11.7,0
2022,10,31,11.6,0
2022,10,31,11.6,0
2022,10,31,11.5,0
2022,10,31,11.5,0
2022,10,31,11.6,0
2022,10,31,11.7,0
2022,10,31,11.7,0
2022,10,31,11.9,0
2022,10,31,11.9,0
2022,10,4,17.8,0
2022,10,4,17.8,0
2022,10,4,17.6,0
2022,10,4,17.4,0
2022,10,4,17.1,0
2022,10,4,17,0
2022,10,4,16.7,0
2022,10,4,16.6,0
2022,10,4,16.2,0
2022,10,4,16.1,0
2022,10,4,16.1,0
2022,10,4,15.9,0
2022,10,4,15.9,0
2022,10,4,15.8,0
2022,10,4,15.8,0
2022,10,4,15.8,0
2022,10,4,15.9,0
2022,10,4,15.9,0
2022,10,4,16.1,0
2022,10,4,16.1,0
2022,10,4,16.1,0
2022,10,4,16.1,0
2022,10,4,15.9,0
2022,10,4,15.9,0
2022,10,5,15.6,0
2022,10,5,15.5,0
2022,10,5,15.4,0
2022,10,5,15.2,0
2022,10,5,15,0
2022,10,5,14.9,0
2022,10,5,15,0
2022,10,5,15.2,0
2022,10,5,15.3,0
2022,10,5,15.3,0
2022,10,5,15.4,0
2022,10,5,15.3,0
2022,10,5,15.4,0
2022,10,5,15.4,0
2022,10,5,15.3,0
2022,10,5,15.3,0
2022,10,5,15.3,0
2022,10,5,15.1,0
2022,10,5,14.9,0
2022,10,5,14.8,0
2022,10,5,14.8,0
2022,10,5,14.7,0
2022,10,5,14.6,0
2022,10,5,14.3,0
2022,10,6,14.2,0
2022,10,6,14.1,0
2022,10,6,13.9,0
2022,10,6,14,0
2022,10,6,14,0
2022,10,6,14,0
2022,10,6,14.1,0
2022,10,6,14.1,0
2022,10,6,14.1,0
2022,10,6,14.2,0
2022,10,6,14.2,0
2022,10,6,14.2,0
2022,10,6,14.2,0
2022,10,6,14.2,0
2022,10,6,14,0
2022,10,6,14,0
2022,10,6,13.9,0
2022,10,6,13.9,0
2022,10,6,14,0
2022,10,6,13.9,0
2022,10,6,13.8,0
2022,10,6,13.7,0
2022,10,6,13.9,0
2022,10,7,13.9,0
2022,10,7,13.6,0
2022,10,7,13.6,0
2022,10,7,13.7,0
2022,10,7,13.7,0
2022,10,7,13.7,0
2022,10,7,13.7,0
2022,10,7,13.8,0
2022,10,7,13.8,0
2022,10,7,13.8,0
2022,10,7,13.8,0
2022,10,7,13.8,0
2022,10,7,13.7,0
2022,10,7,13.6,0
2022,10,7,13.6,0
2022,10,7,13.6,0
2022,10,7,13.7,0
2022,10,7,13.9,0
2022,10,7,14,0
2022,10,7,14.1,0
2022,10,7,14,0
2022,10,7,14.2,0
2022,10,7,14.3,0
2022,10,7,14,0
2022,10,8,14.1,0
2022,10,8,14.1,0
2022,10,8,14.4,0
2022,10,8,14.3,0
2022,10,8,14.1,0
2022,10,8,14,0
2022,10,8,14.1,0
2022,10,8,13.8,0
2022,10,8,13.9,0
2022,10,8,13.7,0
2022,10,8,13.8,0
2022,10,8,13.8,0
2022,10,8,13.9,0
2022,10,8,13.8,0
2022,10,8,13.8,0
2022,10,8,13.8,0
2022,10,8,13.9,0
2022,10,8,13.9,0
2022,10,8,14.1,0
2022,10,8,14.2,0
2022,10,8,14.2,0
2022,10,8,14,0
2022,10,8,14.3,0
2022,10,9,14.3,0
2022,10,9,15,0
2022,10,9,14.8,0
2022,10,9,14.1,0
2022,10,9,14,0
2022,10,9,13.9,0
2022,10,9,13.9,0
2022,10,9,14,0
2022,10,9,14,0
2022,10,9,14,0
2022,10,9,13.9,0
2022,10,9,13.6,0
2022,10,9,13.6,0
2022,10,9,13.5,0
2022,10,9,13.7,0
2022,10,9,13.7,0
2022,10,9,13.7,0
2022,10,9,13.6,0
2022,10,9,13.5,0
2022,10,9,13.8,0
2022,10,9,14,0
2022,10,9,13.8,0
2022,11,1,11.9,0
2022,11,1,11.8,0
2022,11,1,11.9,0
2022,11,1,11.9,0
2022,11,1,11.9,0
2022,11,1,11.9,0
2022,11,1,11.9,0
2022,11,1,12,0
2022,11,1,12,0
2022,11,1,12.1,0
2022,11,1,12.1,0
2022,11,1,12.2,0
2022,11,1,12.3,0
2022,11,1,12.4,0
2022,11,1,12.5,0
2022,11,1,12.5,0
2022,11,1,12.4,0
2022,11,1,12.4,0
2022,11,1,12.4,0
2022,11,1,12.1,0
2022,11,1,11.9,0
2022,11,1,11.9,0
2022,11,1,12,0
2022,11,1,12.1,0
2022,11,10,13.2,0.06
2022,11,10,13.2,0.06
2022,11,10,13.4,0.06
2022,11,10,13.2,0.06
2022,11,10,13.3,0.06
2022,11,10,13.2,0.06
2022,11,10,13,0.06
2022,11,10,13,0.06
2022,11,10,12.9,0.06
2022,11,10,12.9,0.06
2022,11,10,12.9,0.06
2022,11,10,12.9,0.06
2022,11,10,12.9,0.06
2022,11,10,13,0.06
2022,11,10,13,0.06
2022,11,10,12.9,0.06
2022,11,10,12.9,0.06
2022,11,10,12.8,0.06
2022,11,10,12.8,0.06
2022,11,10,13.1,0.06
2022,11,10,13.3,0.06
2022,11,10,13.5,0.06
2022,11,10,13.9,0.06
2022,11,10,13.8,0.06
2022,11,11,13.8,0
2022,11,11,13.8,0
2022,11,11,14,0
2022,11,11,13.5,0
2022,11,11,13.3,0
2022,11,11,13.5,0
2022,11,11,13.1,0
2022,11,11,13.1,0
2022,11,11,13.3,0
2022,11,11,13.1,0
2022,11,11,13.1,0
2022,11,11,13.2,0
2022,11,11,13.1,0
2022,11,11,13.1,0
2022,11,11,13.1,0
2022,11,11,13.1,0
2022,11,11,13.2,0
2022,11,11,13.3,0
2022,11,11,13.3,0
2022,11,11,13.5,0
2022,11,11,13.6,0
2022,11,11,13.9,0
2022,11,11,14.1,0
2022,11,11,14.2,0
2022,11,12,14.1,0
2022,11,12,14.1,0
2022,11,12,14.1,0
2022,11,12,14,0
2022,11,12,14.1,0
2022,11,12,13.8,0
2022,11,12,13.5,0
2022,11,12,13.3,0
2022,11,12,13.1,0
2022,11,12,13,0
2022,11,12,13,0
2022,11,12,13.1,0
2022,11,12,13.1,0
2022,11,12,13.2,0
2022,11,12,13.3,0
2022,11,12,13.4,0
2022,11,12,13.4,0
2022,11,12,13.6,0
2022,11,12,13.7,0
2022,11,12,13.8,0
2022,11,12,13.8,0
2022,11,12,13.9,0
2022,11,12,14,0
2022,11,12,14,0
2022,11,13,14,0
2022,11,13,14,0
2022,11,13,13.8,0
2022,11,13,13.7,0
2022,11,13,13.4,0
2022,11,13,13.3,0
2022,11,13,13.1,0
2022,11,13,12.8,0
2022,11,13,12.8,0
2022,11,13,12.7,0
2022,11,13,12.6,0
2022,11,13,12.6,0
2022,11,13,12.7,0
2022,11,13,12.9,0
2022,11,13,13.1,0
2022,11,13,13.3,0
2022,11,13,13.4,0
2022,11,13,13.6,0
2022,11,13,13.7,0
2022,11,13,13.7,0
2022,11,13,13.9,0
2022,11,13,13.9,0
2022,11,13,14.2,0
2022,11,13,14.1,0
2022,11,14,13.9,0
2022,11,14,13.7,0
2022,11,14,13.7,0
2022,11,14,13.6,0
2022,11,14,13.6,0
2022,11,14,13.6,0
2022,11,14,13.6,0
2022,11,14,13.6,0
2022,11,14,13.6,0
2022,11,14,13.6,0
2022,11,14,13.6,0
2022,11,14,13.5,0
2022,11,14,13.5,0
2022,11,14,13.5,0
2022,11,14,13.4,0
2022,11,14,13.4,0
2022,11,14,13.4,0
2022,11,14,13.4,0
2022,11,14,13.5,0
2022,11,14,13.6,0
2022,11,14,13.7,0
2022,11,14,13.7,0
2022,11,14,13.7,0
2022,11,14,13.7,0
2022,11,15,13.6,0
2022,11,15,13.6,0
2022,11,15,13.5,0
2022,11,15,13.5,0
2022,11,15,13.5,0
2022,11,15,13.5,0
2022,11,15,13.5,0
2022,11,15,13.4,0
2022,11,15,13.4,0
2022,11,15,13.4,0
2022,11,15,13.4,0
2022,11,15,13.4,0
2022,11,15,13.4,0
2022,11,15,13.3,0
2022,11,15,13.3,0
2022,11,15,13.1,0
2022,11,15,13,0
2022,11,15,13,0
2022,11,15,12.9,0
2022,11,15,12.9,0
2022,11,15,13,0
2022,11,15,13,0
2022,11,15,12.9,0
2022,11,15,12.9,0
2022,11,16,12.9,0
2022,11,16,12.8,0
2022,11,16,12.7,0
2022,11,16,12.6,0
2022,11,16,12.6,0
2022,11,16,12.5,0
2022,11,16,12.4,0
2022,11,16,12.4,0
2022,11,16,12.3,0
2022,11,16,12.3,0
2022,11,16,12.4,0
2022,11,16,12.4,0
2022,11,16,12.4,0
2022,11,16,12.3,0
2022,11,16,12.2,0
2022,11,16,12.2,0
2022,11,16,12.2,0
2022,11,16,12.2,0
2022,11,16,12.3,0
2022,11,16,12.4,0
2022,11,16,12.5,0
2022,11,16,12.6,0
2022,11,16,12.6,0
2022,11,16,12.6,0
2022,11,17,12.5,0
2022,11,17,12.5,0
2022,11,17,12.5,0
2022,11,17,12.4,0
2022,11,17,12.4,0
2022,11,17,12.3,0
2022,11,17,12.3,0
2022,11,17,12.3,0
2022,11,17,12.6,0
2022,11,17,12.7,0
2022,11,17,12.7,0
2022,11,17,12.7,0
2022,11,17,12.6,0
2022,11,17,12.5,0
2022,11,17,12.4,0
2022,11,17,12.4,0
2022,11,17,12.3,0
2022,11,17,12.2,0
2022,11,17,12.3,0
2022,11,17,12.4,0
2022,11,17,12.4,0
2022,11,17,12.4,0
2022,11,17,12.5,0
2022,11,17,12.5,0
2022,11,18,12.4,0
2022,11,18,12.4,0
2022,11,18,12.4,0
2022,11,18,12.4,0
2022,11,18,12.4,0
2022,11,18,12.3,0
2022,11,18,12.6,0
2022,11,18,12.6,0
2022,11,18,12.6,0
2022,11,18,12.6,0
2022,11,18,12.5,0
2022,11,18,12.4,0
2022,11,18,12.4,0
2022,11,18,12.3,0
2022,11,18,12.3,0
2022,11,18,12.2,0
2022,11,18,12.1,0
2022,11,18,12.1,0
2022,11,18,12.1,0
2022,11,18,12.2,0
2022,11,18,12.4,0
2022,11,18,12.7,0
2022,11,18,12.6,0
2022,11,18,12.5,0
2022,11,19,12.4,0
2022,11,19,12.4,0
2022,11,19,12.3,0
2022,11,19,12.2,0
2022,11,19,12.2,0
2022,11,19,12.3,0
2022,11,19,12.2,0
2022,11,19,12.3,0
2022,11,19,12.2,0
2022,11,19,12.1,0
2022,11,19,11.9,0
2022,11,19,12,0
2022,11,19,12,0
2022,11,19,11.8,0
2022,11,19,11.6,0
2022,11,19,11.6,0
2022,11,19,11.6,0
2022,11,19,11.6,0
2022,11,19,11.7,0
2022,11,19,11.8,0
2022,11,19,11.8,0
2022,11,19,12.1,0
2022,11,19,12.1,0
2022,11,19,12.1,0
2022,11,2,12.1,0.11
2022,11,2,12.1,0.11
2022,11,2,12.1,0.11
2022,11,2,12.1,0.11
2022,11,2,12.1,0.11
2022,11,2,12.1,0.11
2022,11,2,12.1,0.11
2022,11,2,12.2,0.11
2022,11,2,12.2,0.11
2022,11,2,12.3,0.11
2022,11,2,12.3,0.11
2022,11,2,12.4,0.11
2022,11,2,12.5,0.11
2022,11,2,12.4,0.11
2022,11,2,12.4,0.11
2022,11,2,12.4,0.11
2022,11,2,12.5,0.11
2022,11,2,12.4,0.11
2022,11,2,12.6,0.11
2022,11,2,12.7,0.11
2022,11,2,12.8,0.11
2022,11,2,13,0.11
2022,11,2,13.1,0.11
2022,11,2,13.2,0.11
2022,11,20,12.2,0
2022,11,20,12,0
2022,11,20,12,0
2022,11,20,12,0
2022,11,20,11.9,0
2022,11,20,11.8,0
2022,11,20,11.8,0
2022,11,20,11.7,0
2022,11,20,11.7,0
2022,11,20,11.7,0
2022,11,20,11.7,0
2022,11,20,11.8,0
2022,11,20,11.8,0
2022,11,20,11.8,0
2022,11,20,11.8,0
2022,11,20,11.8,0
2022,11,20,11.9,0
2022,11,20,11.9,0
2022,11,20,11.9,0
2022,11,20,11.9,0
2022,11,20,12,0
2022,11,20,12,0
2022,11,20,12,0
2022,11,20,12.1,0
2022,11,21,12,0
2022,11,21,11.8,0
2022,11,21,11.7,0
2022,11,21,11.8,0
2022,11,21,11.8,0
2022,11,21,11.9,0
2022,11,21,11.8,0
2022,11,21,11.9,0
2022,11,21,11.9,0
2022,11,21,11.9,0
2022,11,21,11.9,0
2022,11,21,11.9,0
2022,11,21,11.8,0
2022,11,21,11.8,0
2022,11,21,11.8,0
2022,11,21,11.9,0
2022,11,21,11.9,0
2022,11,21,11.8,0
2022,11,21,11.8,0
2022,11,21,11.8,0
2022,11,21,12.1,0
2022,11,21,12.3,0
2022,11,21,12.4,0
2022,11,21,12.3,0
2022,11,22,12.2,0
2022,11,22,12.1,0
2022,11,22,12.1,0
2022,11,22,12.3,0
2022,11,22,12.2,0
2022,11,22,12.1,0
2022,11,22,12.2,0
2022,11,22,12.1,0
2022,11,22,12,0
2022,11,22,12,0
2022,11,22,12,0
2022,11,22,12.1,0
2022,11,22,12,0
2022,11,22,12,0
2022,11,22,12.2,0
2022,11,22,12.1,0
2022,11,22,12.1,0
2022,11,22,12,0
2022,11,22,11.9,0
2022,11,22,12,0
2022,11,22,12.1,0
2022,11,22,12.2,0
2022,11,22,12.2,0
2022,11,22,12.2,0
2022,11,23,12.2,0
2022,11,23,12.1,0
2022,11,23,12.2,0
2022,11,23,12.3,0
2022,11,23,12.2,0
2022,11,23,12.2,0
2022,11,23,12.1,0
2022,11,23,12.1,0
2022,11,23,12.1,0
2022,11,23,12.1,0
2022,11,23,12,0
2022,11,23,12.1,0
2022,11,23,12,0
2022,11,23,12,0
2022,11,23,12.1,0
2022,11,23,12,0
2022,11,23,12,0
2022,11,23,12.1,0
2022,11,23,12.2,0
2022,11,23,12.3,0
2022,11,23,12.4,0
2022,11,23,12.5,0
2022,11,23,12.4,0
2022,11,23,12.4,0
2022,11,24,12.3,0
2022,11,24,12.3,0
2022,11,24,12.2,0
2022,11,24,12.2,0
2022,11,24,12.2,0
2022,11,24,12.2,0
2022,11,24,12.2,0
2022,11,24,12.1,0
2022,11,24,12.1,0
2022,11,24,12.1,0
2022,11,24,12.1,0
2022,11,24,12,0
2022,11,24,12.1,0
2022,11,24,12,0
2022,11,24,12,0
2022,11,24,12,0
2022,11,24,12,0
2022,11,24,11.9,0
2022,11,24,11.9,0
2022,11,24,11.9,0
2022,11,24,11.9,0
2022,11,24,12.1,0
2022,11,24,12.1,0
2022,11,24,12.1,0
2022,11,25,12.3,0
2022,11,25,12.2,0
2022,11,25,12.1,0
2022,11,25,12.1,0
2022,11,25,12,0
2022,11,25,12,0
2022,11,25,11.9,0
2022,11,25,11.9,0
2022,11,25,12.1,0
2022,11,25,12.1,0
2022,11,25,12.1,0
2022,11,25,12,0
2022,11,25,12,0
2022,11,25,12,0
2022,11,25,12,0
2022,11,25,12,0
2022,11,25,12,0
2022,11,25,12.1,0
2022,11,25,12.2,0
2022,11,25,12.2,0
2022,11,25,12.3,0
2022,11,25,12.5,0
2022,11,25,12.4,0
2022,11,25,12.5,0
2022,11,26,12.4,0
2022,11,26,12.6,0
2022,11,26,12.5,0
2022,11,26,12.3,0
2022,11,26,12.3,0
2022,11,26,12.3,0
2022,11,26,12.3,0
2022,11,26,12.2,0
2022,11,26,12.2,0
2022,11,26,12.2,0
2022,11,26,12.1,0
2022,11,26,12.1,0
2022,11,26,12.1,0
2022,11,26,12.1,0
2022,11,26,12,0
2022,11,26,12.1,0
2022,11,26,12.1,0
2022,11,26,12.1,0
2022,11,26,12.1,0
2022,11,26,12.1,0
2022,11,26,12.2,0
2022,11,26,12.2,0
2022,11,26,12.2,0
2022,11,26,12.2,0
2022,11,27,12.2,0
2022,11,27,12.2,0
2022,11,27,12.2,0
2022,11,27,12.1,0
2022,11,27,12.1,0
2022,11,27,12.1,0
2022,11,27,12.1,0
2022,11,27,12.1,0
2022,11,27,12.1,0
2022,11,27,12.1,0
2022,11,27,12.1,0
2022,11,27,12.1,0
2022,11,27,12.1,0
2022,11,27,12.2,0
2022,11,27,12.1,0
2022,11,27,12.1,0
2022,11,27,12.1,0
2022,11,27,12.1,0
2022,11,27,12.1,0
2022,11,27,12.1,0
2022,11,27,12.2,0
2022,11,27,12.2,0
2022,11,27,12.1,0
2022,11,27,12.1,0
2022,11,28,12.1,0
2022,11,28,12.1,0
2022,11,28,12.1,0
2022,11,28,12.1,0
2022,11,28,12.1,0
2022,11,28,12.1,0
2022,11,28,12.1,0
2022,11,28,12.1,0
2022,11,28,12,0
2022,11,28,11.9,0
2022,11,28,11.8,0
2022,11,28,11.8,0
2022,11,28,11.8,0
2022,11,28,11.7,0
2022,11,28,11.8,0
2022,11,28,11.8,0
2022,11,28,11.9,0
2022,11,28,11.9,0
2022,11,28,11.9,0
2022,11,28,12.1,0
2022,11,28,11.9,0
2022,11,28,11.8,0
2022,11,28,11.9,0
2022,11,28,11.8,0
2022,11,29,11.8,0
2022,11,29,11.8,0
2022,11,29,11.8,0
2022,11,29,11.8,0
2022,11,29,11.8,0
2022,11,29,11.7,0
2022,11,29,11.8,0
2022,11,29,11.7,0
2022,11,29,11.7,0
2022,11,29,11.6,0
2022,11,29,11.6,0
2022,11,29,11.5,0
2022,11,29,11.4,0
2022,11,29,11.4,0
2022,11,29,11.4,0
2022,11,29,11.4,0
2022,11,29,11.4,0
2022,11,29,11.4,0
2022,11,29,11.4,0
2022,11,29,11.5,0
2022,11,29,11.6,0
2022,11,29,11.7,0
2022,11,29,11.7,0
2022,11,29,11.6,0
2022,11,3,13.3,0
2022,11,3,13.2,0
2022,11,3,13.3,0
2022,11,3,13.4,0
2022,11,3,13.4,0
2022,11,3,13.4,0
2022,11,3,13.4,0
2022,11,3,13.3,0
2022,11,3,13.1,0
2022,11,3,13,0
2022,11,3,13,0
2022,11,3,13,0
2022,11,3,12.9,0
2022,11,3,13,0
2022,11,3,13,0
2022,11,3,12.9,0
2022,11,3,12.9,0
2022,11,3,12.9,0
2022,11,3,13,0
2022,11,3,13,0
2022,11,3,12.9,0
2022,11,3,12.9,0
2022,11,3,12.7,0
2022,11,3,12.6,0
2022,11,30,11.6,0
2022,11,30,11.6,0
2022,11,30,11.5,0
2022,11,30,11.5,0
2022,11,30,11.5,0
2022,11,30,11.5,0
2022,11,30,11.5,0
2022,11,30,11.5,0
2022,11,30,11.4,0
2022,11,30,11.4,0
2022,11,30,11.4,0
2022,11,30,11.4,0
2022,11,30,11.4,0
2022,11,30,11.4,0
2022,11,30,11.4,0
2022,11,30,11.4,0
2022,11,30,11.4,0
2022,11,30,11.4,0
2022,11,30,11.5,0
2022,11,30,11.5,0
2022,11,30,11.6,0
2022,11,30,11.6,0
2022,11,30,11.7,0
2022,11,30,11.8,0
2022,11,4,12.7,0
2022,11,4,12.7,0
2022,11,4,12.7,0
2022,11,4,12.8,0
2022,11,4,12.6,0
2022,11,4,12.5,0
2022,11,4,12.4,0
2022,11,4,12.1,0
2022,11,4,11.9,0
2022,11,4,11.8,0
2022,11,4,11.7,0
2022,11,4,11.6,0
2022,11,4,11.7,0
2022,11,4,11.7,0
2022,11,4,11.8,0
2022,11,4,12.1,0
2022,11,4,12.8,0
2022,11,4,12.9,0
2022,11,4,13,0
2022,11,4,13,0
2022,11,4,13.1,0
2022,11,4,13.4,0
2022,11,4,13.7,0
2022,11,4,13.7,0
2022,11,5,13.7,0
2022,11,5,13.6,0
2022,11,5,13.5,0
2022,11,5,13.5,0
2022,11,5,13.5,0
2022,11,5,13.4,0
2022,11,5,13.4,0
2022,11,5,13.3,0
2022,11,5,13.2,0
2022,11,5,13.2,0
2022,11,5,13.2,0
2022,11,5,13.2,0
2022,11,5,13.2,0
2022,11,5,13.3,0
2022,11,5,13.3,0
2022,11,5,13.2,0
2022,11,5,13.3,0
2022,11,5,13.3,0
2022,11,5,13.3,0
2022,11,5,13.6,0
2022,11,5,13.6,0
2022,11,5,13.9,0
2022,11,5,13.7,0
2022,11,5,13.7,0
2022,11,6,13.6,0
2022,11,6,13.6,0
2022,11,6,13.5,0
2022,11,6,13.6,0
2022,11,6,13.7,0
2022,11,6,13.6,0
2022,11,6,13.6,0
2022,11,6,13.6,0
2022,11,6,13.6,0
2022,11,6,13.5,0
2022,11,6,13.5,0
2022,11,6,13.6,0
2022,11,6,13.4,0
2022,11,6,13.3,0
2022,11,6,13.3,0
2022,11,6,13.2,0
2022,11,6,13.2,0
2022,11,6,13.1,0
2022,11,6,13.4,0
2022,11,6,13.3,0
2022,11,6,13.1,0
2022,11,6,13.2,0
2022,11,6,13.1,0
2022,11,7,13.1,0.32
2022,11,7,13.3,0.32
2022,11,7,13.4,0.32
2022,11,7,13.5,0.32
2022,11,7,13.4,0.32
2022,11,7,13.4,0.32
2022,11,7,13.4,0.32
2022,11,7,13.4,0.32
2022,11,7,13.4,0.32
2022,11,7,13.5,0.32
2022,11,7,13.6,0.32
2022,11,7,13.5,0.32
2022,11,7,13.4,0.32
2022,11,7,13.3,0.32
2022,11,7,13.3,0.32
2022,11,7,13.4,0.32
2022,11,7,13.4,0.32
2022,11,7,13.4,0.32
2022,11,7,13.4,0.32
2022,11,7,13.5,0.32
2022,11,7,13.5,0.32
2022,11,7,13.6,0.32
2022,11,7,13.6,0.32
2022,11,7,13.6,0.32
2022,11,8,13.5,0.41
2022,11,8,13.4,0.41
2022,11,8,13.4,0.41
2022,11,8,13.5,0.41
2022,11,8,13.4,0.41
2022,11,8,13.3,0.41
2022,11,8,13.2,0.41
2022,11,8,13.2,0.41
2022,11,8,13.2,0.41
2022,11,8,13.2,0.41
2022,11,8,13.2,0.41
2022,11,8,13.2,0.41
2022,11,8,13.2,0.41
2022,11,8,13.2,0.41
2022,11,8,13.2,0.41
2022,11,8,13.2,0.41
2022,11,8,13.1,0.41
2022,11,8,13.1,0.41
2022,11,8,13,0.41
2022,11,8,13.1,0.41
2022,11,8,12.9,0.41
2022,11,8,12.8,0.41
2022,11,8,12.9,0.41
2022,11,8,12.9,0.41
2022,11,9,13,1.11
2022,11,9,13,1.11
2022,11,9,13.1,1.11
2022,11,9,13.1,1.11
2022,11,9,13.2,1.11
2022,11,9,13.1,1.11
2022,11,9,13.1,1.11
2022,11,9,13.1,1.11
